Link Speed,Longitude,Latitude,Altitude,Street,City,State And Zip,Country
156,-118.25831747,34.04597305,50.2564697265625,801 S Grand Ave, Los Angeles, CA 90017, USA
156,-118.25830381,34.04597783,51.36968994140625,801 S Grand Ave, Los Angeles, CA 90017, USA
78,-118.25829534,34.04596459,50.70098876953125,801 S Grand Ave, Los Angeles, CA 90017, USA
78,-118.25829122,34.0459411,48.85125732421875,801 S Grand Ave, Los Angeles, CA 90017, USA
104,-118.25828526,34.0459269,49.048583984375,801 S Grand Ave, Los Angeles, CA 90017, USA
104,-118.25827836,34.04591878,47.88128662109375,801 S Grand Ave, Los Angeles, CA 90017, USA
104,-118.25827476,34.04589554,46.6597900390625,801 S Grand Ave, Los Angeles, CA 90017, USA
104,-118.25827495,34.0458823,46.73944091796875,801 S Grand Ave, Los Angeles, CA 90017, USA
104,-118.25826726,34.04587198,46.7552490234375,801 S Grand Ave, Los Angeles, CA 90017, USA
104,-118.25826236,34.04585416,47.90045166015625,801 S Grand Ave, Los Angeles, CA 90017, USA
115,-118.25825871,34.04583641,48.65447998046875,801 S Grand Ave, Los Angeles, CA 90017, USA
104,-118.2579521,34.0456723,0.0,800 S Grand Ave, Los Angeles, CA 90017, USA
104,-118.25826256,34.04582723,48.279541015625,801 S Grand Ave, Los Angeles, CA 90017, USA
104,-118.25826479,34.04581699,46.67010498046875,801 S Grand Ave, Los Angeles, CA 90017, USA
104,-118.25826309,34.04580137,46.43060302734375,801 S Grand Ave, Los Angeles, CA 90017, USA
104,-118.25826329,34.04578901,45.83221435546875,801 S Grand Ave, Los Angeles, CA 90017, USA
104,-118.25826109,34.0457753,46.4747314453125,801 S Grand Ave, Los Angeles, CA 90017, USA
104,-118.25826101,34.04576079,47.0626220703125,801 S Grand Ave, Los Angeles, CA 90017, USA
104,-118.25826166,34.04575021,47.723388671875,801 S Grand Ave, Los Angeles, CA 90017, USA
104,-118.25828754,34.04574263,48.04705810546875,801 S Grand Ave, Los Angeles, CA 90017, USA
104,-118.25815411,34.04574353,52.816162109375,801 S Grand Ave, Los Angeles, CA 90017, USA
104,-118.25808355,34.04579493,54.53289794921875,801 S Grand Ave, Los Angeles, CA 90017, USA
104,-118.25807413,34.04578991,54.6939697265625,801 S Grand Ave, Los Angeles, CA 90017, USA
104,-118.258336,34.0457216,44.19999694824219,801 S Grand Ave, Los Angeles, CA 90017, USA
104,-118.25814634,34.04578527,52.4405517578125,801 S Grand Ave, Los Angeles, CA 90017, USA
104,-118.25812926,34.04577222,52.476806640625,801 S Grand Ave, Los Angeles, CA 90017, USA
104,-118.25811089,34.04576502,52.90313720703125,801 S Grand Ave, Los Angeles, CA 90017, USA
104,-118.25811466,34.04575183,52.4854736328125,801 S Grand Ave, Los Angeles, CA 90017, USA
104,-118.25809804,34.04574742,52.878662109375,801 S Grand Ave, Los Angeles, CA 90017, USA
57,-118.25807296,34.04574235,50.1373291015625,800 S Grand Ave, Los Angeles, CA 90017, USA
57,-118.25805906,34.0457435,50.2939453125,800 S Grand Ave, Los Angeles, CA 90017, USA
52,-118.25804818,34.0457343,50.91253662109375,800 S Grand Ave, Los Angeles, CA 90017, USA
52,-118.25803621,34.04573133,51.7353515625,800 S Grand Ave, Los Angeles, CA 90017, USA
52,-118.2583416,34.0457084,44.19999694824219,801 S Grand Ave, Los Angeles, CA 90017, USA
52,-118.2580888,34.04574122,51.34844970703125,800 S Grand Ave, Los Angeles, CA 90017, USA
57,-118.25807656,34.04573689,51.92352294921875,800 S Grand Ave, Los Angeles, CA 90017, USA
57,-118.25808775,34.04574513,52.0919189453125,800 S Grand Ave, Los Angeles, CA 90017, USA
52,-118.2583364,34.0457366,44.099998474121094,801 S Grand Ave, Los Angeles, CA 90017, USA
52,-118.25811652,34.04574902,51.5799560546875,801 S Grand Ave, Los Angeles, CA 90017, USA
